level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,3,1,1,287,770,286,47,93,Pfaffendorf
5,1,2,4,1,1,288,909,100,42,56,Unth.
5,1,2,5,1,1,281,1495,101,41,89,Anth.
5,1,2,7,1,1,284,1919,282,75,94,Pfaffendorf
5,1,2,9,1,1,284,2572,284,45,48,Pfaffendorf
5,1,4,2,1,1,1330,412,242,43,40,Feldh äuser
5,1,4,3,2,1,1302,645,408,24,72,virl. Pfaffeumühle
5,1,4,4,1,1,1330,679,332,46,71,Pfaffeumühle
5,1,4,5,1,1,1330,945,291,90,13,Pfaffensteig
5,1,4,6,1,1,1329,1017,284,73,89,Pfaffindorf
5,1,4,7,1,1,1330,1086,268,44,73,Pfarräc>er
5,1,4,8,1,1,1331,1310,297,45,90,Pfarrmühle
5,1,4,9,1,1,1332,1400,291,46,90,Pfarroggen
5,1,4,10,1,1,1338,1710,453,56,85,"Pfeilgut, oder Niederhof"
5,1,4,11,1,1,1340,1805,420,43,89,Pfeil- oder Geiermühle
5,1,4,12,1,1,1336,1895,336,44,66,Pflaumendorf
5,1,4,13,1,1,1332,2294,372,89,92,Philippinenhof
5,1,4,14,1,1,1332,2388,287,47,91,Philippolis
5,1,4,15,1,1,1336,2479,323,46,89,Philippsdorf
5,1,4,16,1,1,1332,2840,309,45,74,Phiiippsfeld
5,1,4,17,1,1,1330,2935,228,39,86,Phaffendorf
5,1,4,18,1,1,1331,3021,290,44,88,Piadauschke
