level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,1,1,1,273,262,316,42,88,Baumgarten
5,1,2,1,5,1,277,440,52,33,0,MM.
5,1,2,2,1,1,270,1022,628,42,24,Kolgenau oder die Kolgehäufer
5,1,2,3,1,1,269,1107,286,44,52,Banmedorf
5,1,2,4,1,1,269,1198,497,42,62,Baunan
5,1,2,5,1,1,270,1511,265,44,4,Banfchwisk
5,1,2,6,1,1,269,1955,268,44,32,Baunfchtwig
5,1,2,7,1,1,267,2448,267,44,0,Banfchiwig
5,1,2,8,1,1,267,2988,289,43,28,Schlefhwis
5,1,2,10,1,1,271,3167,176,43,60,Bautke
5,1,5,2,1,1,1335,473,204,44,59,Bantich
5,1,5,3,1,1,1331,1057,172,43,41,Barvef
5,1,5,4,1,1,1331,1103,214,42,14,Bawelfe
5,1,5,5,1,1,1332,1197,265,37,9,Banrmgartken
5,1,5,6,1,1,1334,1284,234,38,31,Bawmgartin
5,1,5,7,1,1,1330,1332,186,33,0,Bautsche
5,1,5,8,1,1,1331,1376,208,36,18,Buysanım
5,1,5,9,1,1,1331,1418,195,39,22,Bazan.
5,1,5,10,1,1,1330,1462,195,41,90,Bazan
5,1,5,11,1,1,1329,1556,115,36,89,Beata
5,1,5,12,1,1,1330,1596,160,42,62,Beata
5,1,5,13,1,1,1331,1639,263,43,84,Beatenhof
5,1,5,14,1,1,1332,1727,286,44,68,Beatenthal
5,1,5,15,1,1,1331,1816,627,43,53,"Bententwald, oder Hummelbufch"
5,1,5,16,1,1,1326,1951,195,44,49,Beatich
5,1,5,17,1,1,1327,2041,185,44,53,Bechan
5,1,5,18,1,1,1327,2402,347,34,93,Die Sudmühle
5,1,5,19,1,1,1327,2451,154,35,57,Bechon
5,1,5,20,1,1,1328,2495,362,35,91,"Bechowo, ist Beihau"
5,1,5,21,1,1,1322,2533,322,53,56,Beckenmühle
5,1,5,22,1,1,1327,2624,201,42,51,Beckern
5,1,5,23,1,1,1325,3118,209,42,36,Beefern
