level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,8,1,1,274,1669,661,46,55,"Neufcndorf, Ober- u. Nieder-"
5,1,7,1,1,1,1309,1884,217,25,92,en. Ribnich
5,1,7,1,2,1,1323,1919,158,41,74,Ribnich
5,1,7,1,3,1,1323,1966,228,39,89,Richenbach
5,1,7,1,7,1,1322,2142,203,43,90,Richinowe
5,1,7,1,9,1,1319,2237,280,33,82,Hichinow nowa
5,1,7,1,11,1,1319,2327,176,40,52,Richnox
5,1,7,1,13,1,1322,2417,191,40,78,Richnowe
5,1,7,1,17,1,1322,2596,390,36,49,Kichtal ist Daupe
5,1,7,1,18,1,1319,2638,330,47,52,Richtermühle
5,1,7,1,20,1,1318,2729,315,46,30,Nidhtersdorf
5,1,7,1,29,1,1319,3135,405,49,50,RichthofenShöhe
5,1,7,1,31,1,1308,3190,134,87,21,Rlcain
5,1,7,1,32,1,1318,3273,599,43,75,"Ridultau, Nieder: u. Ober:"
