level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,2,1,1,271,586,201,43,27,Kallta
5,1,2,3,1,1,275,675,176,44,92,Kalkau
5,1,2,7,1,1,267,1167,209,39,80,3ufammen:
5,1,2,8,1,1,278,1787,224,46,92,Kalkberg
5,1,2,9,1,1,274,1832,247,43,91,Kalkbruch
5,1,2,10,1,1,273,1875,260,43,87,Kalkhäuſer
5,1,2,11,1,1,271,1965,234,43,89,Kalkhaus
5,1,2,12,1,1,270,2053,228,45,79,Kalkleipe
5,1,2,13,1,1,270,2098,259,44,79,Salfmüble
5,1,2,15,1,1,269,2587,248,46,69,Kalfreuth
5,1,2,16,1,1,280,3168,161,44,96,Kallen
5,1,4,2,1,1,1331,669,265,46,91,Kallendorf
5,1,4,3,1,1,1334,1201,206,61,70,Kalligel:
5,1,4,4,1,1,1331,1296,239,44,84,Kallina
5,1,4,6,1,1,1332,1922,181,36,84,Kalinauu
5,1,4,7,1,1,1333,1965,147,48,60,Katy
5,1,4,8,1,1,1334,2008,183,44,90,Kalmke
5,1,4,9,1,1,1331,2098,287,44,67,Kalowliee
5,1,4,10,1,1,1332,2186,232,46,89,Kaltaſche
5,1,4,11,1,1,1332,2275,220,45,91,Kaltdorf
5,1,4,12,1,1,1332,2635,365,42,67,Eihelfretiham
5,1,4,13,1,1,1330,2723,128,37,96,Kalte
5,1,4,15,1,1,1329,2947,205,44,80,Saltecke
